youtuber,video_name,frame_name,outcome
K3soju,10 HP COMEBACK WITH 5 MUTANT CARRIES!!  Teamfight Tactics Patch 1124.mp4,frame10320.jpg,0
K3soju,10 HP COMEBACK WITH 5 MUTANT CARRIES!!  Teamfight Tactics Patch 1124.mp4,frame23400.jpg,0
K3soju,10 HP COMEBACK WITH 5 MUTANT CARRIES!!  Teamfight Tactics Patch 1124.mp4,frame52110.jpg,1
K3soju,2 HP COMEBACK WITH 5 MERCENARY CASHOUT!!  Teamfight Tactics Patch 1123.mp4,frame22140.jpg,0
K3soju,2 HP COMEBACK WITH 5 MERCENARY CASHOUT!!  Teamfight Tactics Patch 1123.mp4,frame27270.jpg,0
K3soju,2 HP COMEBACK WITH 5 MERCENARY CASHOUT!!  Teamfight Tactics Patch 1123.mp4,frame28890.jpg,1
K3soju,2 HP COMEBACK WITH 5 MERCENARY CASHOUT!!  Teamfight Tactics Patch 1123.mp4,frame32160.jpg,0
K3soju,2 HP COMEBACK WITH 5 MERCENARY CASHOUT!!  Teamfight Tactics Patch 1123.mp4,frame52830.jpg,1
K3soju,2 HP COMEBACK WITH 5 MERCENARY CASHOUT!!  Teamfight Tactics Patch 1123.mp4,frame58050.jpg,1
K3soju,3 HP COMEBACK WITH ZERI CARRY!!  Teamfight Tactics Patch 124B.mp4,frame43740.jpg,0
K3soju,3 HP COMEBACK WITH ZERI CARRY!!  Teamfight Tactics Patch 124B.mp4,frame47400.jpg,1
K3soju,3 HP COMEBACK WITH ZERI CARRY!!  Teamfight Tactics Patch 124B.mp4,frame53580.jpg,1
K3soju,3 STAR ALISTAR IS 1V9 CARRY WITH ONE-SHOT SMASH!!  Teamfight Tactics Patch 125.mp4,frame29550.jpg,1
K3soju,3 STAR ALISTAR IS 1V9 CARRY WITH ONE-SHOT SMASH!!  Teamfight Tactics Patch 125.mp4,frame35040.jpg,0
K3soju,3 STAR ALISTAR IS 1V9 CARRY WITH ONE-SHOT SMASH!!  Teamfight Tactics Patch 125.mp4,frame52710.jpg,1
K3soju,3 STAR ASHE CARRY WITH FULL AD CRIT AOE DAMAGE!!  Teamfight Tactics Patch 124B.mp4,frame8820.jpg,1
K3soju,3 STAR ASHE CARRY WITH FULL AD CRIT AOE DAMAGE!!  Teamfight Tactics Patch 124B.mp4,frame11760.jpg,1
K3soju,3 STAR ASHE CARRY WITH FULL AD CRIT AOE DAMAGE!!  Teamfight Tactics Patch 124B.mp4,frame17280.jpg,1
K3soju,3 STAR ASHE SNIPES DOWN ENTIRE ENEMY TEAM WITH PER HEX DMG BUFF!!  Teamfight Tactics Patch 125B.mp4,frame53760.jpg,1
K3soju,3 STAR ASHE SNIPES DOWN ENTIRE ENEMY TEAM WITH PER HEX DMG BUFF!!  Teamfight Tactics Patch 125B.mp4,frame58380.jpg,1
K3soju,3 STAR ASHE SNIPES DOWN ENTIRE ENEMY TEAM WITH PER HEX DMG BUFF!!  Teamfight Tactics Patch 125B.mp4,frame67770.jpg,1
K3soju,3 STAR ASHE SNIPES DOWN ENTIRE ENEMY TEAM WITH PER HEX DMG BUFF!!  Teamfight Tactics Patch 125B.mp4,frame70410.jpg,1
K3soju,3 STAR BODYGUARD SION UNKILLABLE FRONTLINE TANK WITH INSANE CC!!  Teamfight Tactics Patch 122.mp4,frame59370.jpg,1
K3soju,3 STAR BRAND VIP CARRY IS BACK WITH INFINITE FIREBALL ULTS!!  Teamfight Tactics Patch 125.mp4,frame19290.jpg,0
K3soju,3 STAR BRAND VIP CARRY IS BACK WITH INFINITE FIREBALL ULTS!!  Teamfight Tactics Patch 125.mp4,frame45840.jpg,1
K3soju,3 STAR BRAND VIP CARRY IS BACK WITH INFINITE FIREBALL ULTS!!  Teamfight Tactics Patch 125.mp4,frame54660.jpg,1
K3soju,3 STAR BRAND VIP CARRY IS BACK WITH INFINITE FIREBALL ULTS!!  Teamfight Tactics Patch 125.mp4,frame61440.jpg,1
K3soju,3 STAR CORKI CARRY WITH FULL AP CRIT + SO SMALL 6 YORDLE DODGE!!  Teamfight Tactics Patch 124.mp4,frame32310.jpg,0
K3soju,3 STAR CORKI CARRY WITH FULL AP CRIT + SO SMALL 6 YORDLE DODGE!!  Teamfight Tactics Patch 124.mp4,frame36180.jpg,1
K3soju,3 STAR CORKI CARRY WITH FULL AP CRIT + SO SMALL 6 YORDLE DODGE!!  Teamfight Tactics Patch 124.mp4,frame54150.jpg,1
K3soju,3 STAR CORKI CARRY WITH FULL AP CRIT + SO SMALL 6 YORDLE DODGE!!  Teamfight Tactics Patch 124.mp4,frame61320.jpg,1
K3soju,3 STAR DRAVEN VIP CARRY HAS INFINITE ATK RANGE AND DPS!!  Teamfight Tactics Patch 125.mp4,frame30330.jpg,1
K3soju,3 STAR DRAVEN VIP CARRY HAS INFINITE ATK RANGE AND DPS!!  Teamfight Tactics Patch 125.mp4,frame43110.jpg,1
K3soju,3 STAR DRAVEN VIP CARRY HAS INFINITE ATK RANGE AND DPS!!  Teamfight Tactics Patch 125.mp4,frame45420.jpg,1
K3soju,3 STAR DRAVEN VIP CARRY HAS INFINITE ATK RANGE AND DPS!!  Teamfight Tactics Patch 125.mp4,frame47310.jpg,0
K3soju,3 STAR DRAVEN VIP CARRY HAS INFINITE ATK RANGE AND DPS!!  Teamfight Tactics Patch 125.mp4,frame54780.jpg,0
K3soju,3 STAR DRAVEN VIP CARRY HAS INFINITE ATK RANGE AND DPS!!  Teamfight Tactics Patch 125.mp4,frame56430.jpg,0
K3soju,3 STAR DRAVEN VIP CARRY HAS INFINITE ATK RANGE AND DPS!!  Teamfight Tactics Patch 125.mp4,frame67230.jpg,1
K3soju,3 STAR EZREAL AND SINGED REROLL + 7 INNOVATOR DRAGON BUFF!!  Teamfight Tactics Patch 1123.mp4,frame33420.jpg,1
K3soju,3 STAR EZREAL AND SINGED REROLL + 7 INNOVATOR DRAGON BUFF!!  Teamfight Tactics Patch 1123.mp4,frame35370.jpg,1
K3soju,3 STAR EZREAL AND SINGED REROLL + 7 INNOVATOR DRAGON BUFF!!  Teamfight Tactics Patch 1123.mp4,frame38280.jpg,1
K3soju,3 STAR EZREAL AND SINGED REROLL + 7 INNOVATOR DRAGON BUFF!!  Teamfight Tactics Patch 1123.mp4,frame41190.jpg,1
K3soju,3 STAR EZREAL AND SINGED REROLL + 7 INNOVATOR DRAGON BUFF!!  Teamfight Tactics Patch 1123.mp4,frame44310.jpg,1
K3soju,3 STAR EZREAL AND SINGED REROLL + 7 INNOVATOR DRAGON BUFF!!  Teamfight Tactics Patch 1123.mp4,frame48300.jpg,1
K3soju,3 STAR EZREAL AND SINGED REROLL + 7 INNOVATOR DRAGON BUFF!!  Teamfight Tactics Patch 1123.mp4,frame56520.jpg,0
K3soju,3 STAR EZREAL AND SINGED REROLL + 7 INNOVATOR DRAGON BUFF!!  Teamfight Tactics Patch 1123.mp4,frame58560.jpg,1
K3soju,3 STAR EZREAL AND SINGED REROLL + 7 INNOVATOR DRAGON BUFF!!  Teamfight Tactics Patch 1123.mp4,frame62910.jpg,1
K3soju,3 STAR GAREN REROLL WITH BEST IN SLOT ITEMS IS INSANE TANK CARRY!!  Teamfight Tactics Patch 1122.mp4,frame21030.jpg,1
K3soju,3 STAR GAREN REROLL WITH BEST IN SLOT ITEMS IS INSANE TANK CARRY!!  Teamfight Tactics Patch 1122.mp4,frame61830.jpg,1
K3soju,3 STAR IRELIA CARRY FROM 5 NEEKOS AND 10 LOSS MERC CASHOUT!!  Teamfight Tactics Patch 124B.mp4,frame31950.jpg,1
K3soju,3 STAR JHIN WITH 4 CLOCKWORK ATK SPD BUFF!!  Teamfight Tactics Patch 122.mp4,frame30390.jpg,1
K3soju,3 STAR JHIN WITH 4 CLOCKWORK ATK SPD BUFF!!  Teamfight Tactics Patch 122.mp4,frame57690.jpg,1
K3soju,3 STAR JHIN WITH 4 SNIPER INSANE DMG BUFF CARRIES DUO!!  Teamfight Tactics Patch 121.mp4,frame35610.jpg,1
K3soju,3 STAR KAISA ONE-SHOT ULT CARRY WITH 7 MERCENARY!!  Teamfight Tactics Patch 121.mp4,frame39570.jpg,0
K3soju,3 STAR KAISA ONE-SHOT ULT CARRY WITH 7 MERCENARY!!  Teamfight Tactics Patch 121.mp4,frame42600.jpg,1
K3soju,3 STAR KAISA ONE-SHOT ULT CARRY WITH 7 MERCENARY!!  Teamfight Tactics Patch 121.mp4,frame60720.jpg,1
K3soju,3 STAR KATARINA CARRY WITH +70 ATK SPD FEATHERWEIGHTS III BUFF!!  Teamfight Tactics Patch 1122.mp4,frame52620.jpg,1
K3soju,3 STAR KATARINA CARRY WITH +70 ATK SPD FEATHERWEIGHTS III BUFF!!  Teamfight Tactics Patch 1122.mp4,frame55620.jpg,1
K3soju,3 STAR KATARINA CARRY WITH +70 ATK SPD FEATHERWEIGHTS III BUFF!!  Teamfight Tactics Patch 1122.mp4,frame57180.jpg,1
K3soju,3 STAR KATARINA REROLL 2020 ME NO PIVOT ME NO SCOUT!!  Teamfight Tactics Patch 1123.mp4,frame37500.jpg,1
K3soju,3 STAR KATARINA REROLL 2020 ME NO PIVOT ME NO SCOUT!!  Teamfight Tactics Patch 1123.mp4,frame40440.jpg,1
K3soju,3 STAR KATARINA REROLL 2020 ME NO PIVOT ME NO SCOUT!!  Teamfight Tactics Patch 1123.mp4,frame47760.jpg,1
K3soju,3 STAR KATARINA REROLL 2020 ME NO PIVOT ME NO SCOUT!!  Teamfight Tactics Patch 1123.mp4,frame59400.jpg,1
K3soju,3 STAR KHAZIX BACKLINE ASSASSIN CARRY!!  Teamfight Tactics Patch 124B.mp4,frame38520.jpg,0
K3soju,3 STAR KHAZIX BACKLINE ASSASSIN CARRY!!  Teamfight Tactics Patch 124B.mp4,frame52230.jpg,1
K3soju,3 STAR REKSAI LIFE-STEAL TANK CARRY WITH SECOND WIND AUGMENT!!  Teamfight Tactics Patch 124.mp4,frame9960.jpg,1
K3soju,3 STAR REKSAI LIFE-STEAL TANK CARRY WITH SECOND WIND AUGMENT!!  Teamfight Tactics Patch 124.mp4,frame28470.jpg,1
K3soju,3 STAR REKSAI LIFE-STEAL TANK CARRY WITH SECOND WIND AUGMENT!!  Teamfight Tactics Patch 124.mp4,frame58260.jpg,0
K3soju,3 STAR REKSAI LIFE-STEAL TANK CARRY WITH SECOND WIND AUGMENT!!  Teamfight Tactics Patch 124.mp4,frame64500.jpg,0
K3soju,3 STAR SIVIR WITH 8 HEXTECH GIGA-SHIELD + DAMAGE!!  Teamfight Tactics Patch 125.mp4,frame43710.jpg,1
K3soju,3 STAR SIVIR WITH INFINITE ATK SPD RICOCHET AUTOS!!  Teamfight Tactics Patch 125B.mp4,frame40020.jpg,0
K3soju,3 STAR SIVIR WITH INFINITE ATK SPD RICOCHET AUTOS!!  Teamfight Tactics Patch 125B.mp4,frame43170.jpg,1
K3soju,3 STAR SIVIR WITH INFINITE ATK SPD RICOCHET AUTOS!!  Teamfight Tactics Patch 125B.mp4,frame44790.jpg,1
K3soju,3 STAR SIVIR WITH INFINITE ATK SPD RICOCHET AUTOS!!  Teamfight Tactics Patch 125B.mp4,frame46230.jpg,0
K3soju,3 STAR SIVIR WITH INFINITE ATK SPD RICOCHET AUTOS!!  Teamfight Tactics Patch 125B.mp4,frame48420.jpg,1
K3soju,3 STAR SIVIR WITH INFINITE ATK SPD RICOCHET AUTOS!!  Teamfight Tactics Patch 125B.mp4,frame50460.jpg,1
K3soju,3 STAR SIVIR WITH INFINITE ATK SPD RICOCHET AUTOS!!  Teamfight Tactics Patch 125B.mp4,frame53610.jpg,1
K3soju,3 STAR SIVIR WITH INFINITE ATK SPD RICOCHET AUTOS!!  Teamfight Tactics Patch 125B.mp4,frame55440.jpg,0
K3soju,3 STAR SIVIR WITH INFINITE ATK SPD RICOCHET AUTOS!!  Teamfight Tactics Patch 125B.mp4,frame56910.jpg,1
K3soju,3 STAR SIVIR WITH INFINITE ATK SPD RICOCHET AUTOS!!  Teamfight Tactics Patch 125B.mp4,frame60510.jpg,1
K3soju,3 STAR SIVIR WITH INFINITE ATK SPD RICOCHET AUTOS!!  Teamfight Tactics Patch 125B.mp4,frame62310.jpg,0
K3soju,3 STAR SWAIN WITH 5 IMPERIAL ONE-SHOTS ENTIRE ENEMY TEAM!!  Teamfight Tactics Patch 122.mp4,frame62880.jpg,1
K3soju,3 STAR TRUNDLE REROLL TANK CARRY CLEAVES WITH RUNAANS AOE DPS!!  Teamfight Tactics Patch 1123.mp4,frame33480.jpg,1
K3soju,3 STAR TRUNDLE REROLL TANK CARRY CLEAVES WITH RUNAANS AOE DPS!!  Teamfight Tactics Patch 1123.mp4,frame44880.jpg,0
K3soju,3 STAR TRUNDLE REROLL TANK CARRY CLEAVES WITH RUNAANS AOE DPS!!  Teamfight Tactics Patch 1123.mp4,frame46650.jpg,0
K3soju,3 STAR TRUNDLE REROLL TANK CARRY CLEAVES WITH RUNAANS AOE DPS!!  Teamfight Tactics Patch 1123.mp4,frame48900.jpg,1
K3soju,3 STAR TRUNDLE REROLL TANK CARRY CLEAVES WITH RUNAANS AOE DPS!!  Teamfight Tactics Patch 1123.mp4,frame53820.jpg,1
K3soju,3 STAR TRUNDLE REROLL TANK CARRY CLEAVES WITH RUNAANS AOE DPS!!  Teamfight Tactics Patch 1123.mp4,frame65730.jpg,1
K3soju,3 STAR TRYNDAMERE CARRY IS MOST BUSTED SET 65 CHAMP!  Teamfight Tactics Patch 124.mp4,frame19680.jpg,0
K3soju,3 STAR VEIGAR YORDLE-LORD CARRY RAINS INFINITE DAMAGE DOWN!!  Teamfight Tactics Patch 1122.mp4,frame12930.jpg,1
K3soju,3 STAR YONE AND 3 STAR FIORA DUO CHALLENGER CARRIES!!  Teamfight Tactics Patch 1122.mp4,frame20460.jpg,0
K3soju,3 STAR YONE AND 3 STAR FIORA DUO CHALLENGER CARRIES!!  Teamfight Tactics Patch 1122.mp4,frame26340.jpg,1
K3soju,3 STAR YONE AND LUX ACADEMY AD AND AP DUO CARRIES!!  Teamfight Tactics Patch 1124.mp4,frame29250.jpg,1
K3soju,3 STAR YONE AND LUX ACADEMY AD AND AP DUO CARRIES!!  Teamfight Tactics Patch 1124.mp4,frame32280.jpg,0
K3soju,3 STAR YONE AND LUX ACADEMY AD AND AP DUO CARRIES!!  Teamfight Tactics Patch 1124.mp4,frame34530.jpg,1
K3soju,3 STAR YONE AND LUX ACADEMY AD AND AP DUO CARRIES!!  Teamfight Tactics Patch 1124.mp4,frame36600.jpg,1
K3soju,3 STAR YONE AND LUX ACADEMY AD AND AP DUO CARRIES!!  Teamfight Tactics Patch 1124.mp4,frame48930.jpg,1
K3soju,3 STAR YONE AND LUX ACADEMY AD AND AP DUO CARRIES!!  Teamfight Tactics Patch 1124.mp4,frame55170.jpg,1
K3soju,3 STAR YONE CARRY WITH 6 CHALLENGER GIGA-ATK SPD PER KILL!!  Teamfight Tactics Patch 1123.mp4,frame9300.jpg,1
K3soju,5 CHEMTECH VIKTOR CARRY WITH SOCIALITE BUFF ZAPS ALL ENEMIES!!  Teamfight Tactics Patch 1122.mp4,frame25410.jpg,1
K3soju,5 CHEMTECH VIKTOR CARRY WITH SOCIALITE BUFF ZAPS ALL ENEMIES!!  Teamfight Tactics Patch 1122.mp4,frame32700.jpg,1
K3soju,5 CHEMTECH VIKTOR CARRY WITH SOCIALITE BUFF ZAPS ALL ENEMIES!!  Teamfight Tactics Patch 1122.mp4,frame56700.jpg,1
K3soju,5 CHEMTECH VIKTOR CARRY WITH SOCIALITE BUFF ZAPS ALL ENEMIES!!  Teamfight Tactics Patch 1122.mp4,frame62550.jpg,1
K3soju,5 INNOVATOR SERAPHINE CARRY GIGA HEAL AND DAMAGE ULT!!  Teamfight Tactics Patch 1123.mp4,frame7440.jpg,1
K3soju,5 INNOVATOR SERAPHINE CARRY GIGA HEAL AND DAMAGE ULT!!  Teamfight Tactics Patch 1123.mp4,frame12450.jpg,1
K3soju,5 INNOVATOR SERAPHINE CARRY GIGA HEAL AND DAMAGE ULT!!  Teamfight Tactics Patch 1123.mp4,frame14220.jpg,1
K3soju,5 INNOVATOR SERAPHINE CARRY GIGA HEAL AND DAMAGE ULT!!  Teamfight Tactics Patch 1123.mp4,frame17340.jpg,1
K3soju,5 INNOVATOR SERAPHINE CARRY GIGA HEAL AND DAMAGE ULT!!  Teamfight Tactics Patch 1123.mp4,frame25140.jpg,1
K3soju,5 INNOVATOR SERAPHINE CARRY GIGA HEAL AND DAMAGE ULT!!  Teamfight Tactics Patch 1123.mp4,frame27180.jpg,1
K3soju,5 INNOVATOR SERAPHINE CARRY GIGA HEAL AND DAMAGE ULT!!  Teamfight Tactics Patch 1123.mp4,frame29160.jpg,1
K3soju,5 INNOVATOR SERAPHINE CARRY GIGA HEAL AND DAMAGE ULT!!  Teamfight Tactics Patch 1123.mp4,frame32520.jpg,1
K3soju,5 INNOVATOR SERAPHINE CARRY GIGA HEAL AND DAMAGE ULT!!  Teamfight Tactics Patch 1123.mp4,frame37680.jpg,0
K3soju,5 INNOVATOR SERAPHINE CARRY GIGA HEAL AND DAMAGE ULT!!  Teamfight Tactics Patch 1123.mp4,frame45930.jpg,1
K3soju,5 INNOVATOR SERAPHINE CARRY GIGA HEAL AND DAMAGE ULT!!  Teamfight Tactics Patch 1123.mp4,frame47940.jpg,1
K3soju,5 INNOVATOR SERAPHINE CARRY GIGA HEAL AND DAMAGE ULT!!  Teamfight Tactics Patch 1123.mp4,frame62940.jpg,1
K3soju,5 MERCENARY OPENER WITH MASSIVE CASHOUT INTO FREE FIRST!!  Teamfight Tactics Patch 1123.mp4,frame2940.jpg,1
K3soju,5 MERCENARY OPENER WITH MASSIVE CASHOUT INTO FREE FIRST!!  Teamfight Tactics Patch 1123.mp4,frame20280.jpg,0
K3soju,5 MERCENARY OPENER WITH MASSIVE CASHOUT INTO FREE FIRST!!  Teamfight Tactics Patch 1123.mp4,frame25950.jpg,0
K3soju,5 MERCENARY OPENER WITH MASSIVE CASHOUT INTO FREE FIRST!!  Teamfight Tactics Patch 1123.mp4,frame29610.jpg,1
K3soju,5 MUTANT KAISA CARRY WITH METAMORPHOSIS + TITANS RESOLVE BONUSES!!  Teamfight Tactics Patch 1122.mp4,frame25890.jpg,1
K3soju,5 MUTANT KAISA CARRY WITH METAMORPHOSIS + TITANS RESOLVE BONUSES!!  Teamfight Tactics Patch 1122.mp4,frame40170.jpg,1
K3soju,5 MUTANT KAISA CARRY WITH METAMORPHOSIS + TITANS RESOLVE BONUSES!!  Teamfight Tactics Patch 1122.mp4,frame43290.jpg,1
K3soju,5 SYNDICATE AKALI CARRY SHREDS ENTIRE ENEMY TEAM 1V9!!  Teamfight Tactics Patch 1124.mp4,frame46740.jpg,0
K3soju,5 SYNDICATE AKALI CARRY SHREDS ENTIRE ENEMY TEAM 1V9!!  Teamfight Tactics Patch 1124.mp4,frame48990.jpg,1
K3soju,5 SYNDICATE AKALI CARRY SHREDS ENTIRE ENEMY TEAM 1V9!!  Teamfight Tactics Patch 1124.mp4,frame55650.jpg,1
K3soju,5 SYNDICATE AKALI CARRY SHREDS ENTIRE ENEMY TEAM 1V9!!  Teamfight Tactics Patch 1124.mp4,frame59010.jpg,1
K3soju,5 SYNDICATE AKALI CARRY SHREDS ENTIRE ENEMY TEAM 1V9!!  Teamfight Tactics Patch 1124.mp4,frame60960.jpg,1
K3soju,5 SYNDICATE AKALI CARRY SHREDS ENTIRE ENEMY TEAM 1V9!!  Teamfight Tactics Patch 1124.mp4,frame65250.jpg,1
K3soju,6 ACADEMY YONE AND KAISA DUO CARRY IS FASTEST WAY TO CLIMB!!  Teamfight Tactics Patch 1122.mp4,frame13860.jpg,1
